,age,skills,city,gender,specialty,java,maven,git,sql,hibernate,spring,oop,student,education_level,total_experience,skill_set,rubbish,rating
262,35,1,Королев,male,developer,1,0,1,1,1,1,1,0,unfinished_higher,101,"C++,STL,Qt,Java,Java SE,Android,SQL,Работа с базами данных,ООП,HTML,Linux,SVN,Git,REST,Spring Framework,Hibernate",1,0.0
263,28,0,Уфа,male,javadeveloper,1,1,1,1,1,1,1,0,bachelor,18,"Java,Spring Framework,Hibernate ORM,PostgreSQL,HTML,Apache Maven,Apache Tomcat,Linux,Git,ООП,Java EE,Atlassian Jira,SQL,MVC,Docker",0,0.0
264,22,1,Алматы,female,javadeveloper,1,0,1,1,1,1,1,0,bachelor,14,"PostgreSQL,ООП,spring boot,Java,JPA,Hibernate ORM,Java SE,MVC,RabbitMQ,spring data,Mockito,Git",0,0.0
265,37,1,Абакан,male,developer,0,0,1,1,0,0,0,0,higher,160,"Linux,MySQL,Git,Python,HTML,CSS,JavaScript,SQL,Администрирование серверов Windows,Bash,Docker,Ansible,Terraform,k8s,AWS",1,0.0
266,28,1,Краснодар,male,other,1,0,0,1,0,0,0,0,higher,16,"Oracle Pl/SQL,Android,Android SDK,Android studio,Kotlin,Firebase,Java",0,0.0
267,25,1,Нижний Новгород,male,developer,1,0,0,1,0,0,0,0,bachelor,35,"C++,Visual Basic Applications,MS Visual Basic,CSS3,Microsoft Visual Studio,MySQL,Аналитическое мышление,HTML5,Java,Средства криптографической защиты информации,ПАК ""КриптоПро УЦ"",Oracle Pl/SQL",3,0.0
268,24,1,Хабаровск,male,other,0,0,0,0,0,0,0,0,higher,35,"Активный,Многозадачность",2,0.0
269,29,1,Новосибирск,male,javajun,1,0,1,1,0,1,1,1,higher,72,"Java Core,SQL: DDL, DML,Git,Java: LibGDX,Java: JUnit 5 простые тесты,ООП,Spring: MVC, Boot",1,0.2
270,37,1,Уфа,male,developer,1,0,1,0,0,0,0,0,special_secondary,29,"HTML5,CSS3,JavaScript,Java,Bootstrap,Sass,Git,Gulp,Кроссбраузерная верстка,Adobe Photoshop,ReactJS",1,0.0
271,32,0,Актобе,male,other,0,0,0,0,0,0,0,0,higher,94,"Исполнительность,Корпоративные финансы,1С программирование,Финансовый анализ",4,0.0
272,20,1,Казань,female,developer,0,0,0,0,0,0,0,0,special_secondary,4,"Работоспособность,Стрессоустойчивость,Желание обучаться",3,0.0
273,20,1,Омск,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,,0,0.0
274,22,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,2,"Знание технического английского языка,Знание основ языка программирования Python,Углублённые знания языка программирования Java,Опыт работы в среде разработки 1С Управление торговлей 10.2,Знание основ web- технологий. Фреймворк Django.,Понимание принципов ООП,Опыт работы с программой Anylogic,Опыт работы в среде Android-разработки Android Studio",8,0.0
275,39,1,Иваново (Ивановская область),male,developer,1,0,0,0,0,0,0,0,higher,128,java sql android,0,0.0
276,30,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,0,secondary,87,Обучаемость,1,0.0
277,22,0,Иркутск,male,javadeveloper,1,0,1,1,0,0,1,0,bachelor,16,"ООП,SQL,Java,Git",0,0.0
278,22,1,USA,male,other,1,0,1,1,0,0,1,1,bachelor,4,"JavaScript,Git,Adobe Photoshop,C++,HTML5,Java,CSS3,PHP,MySQL,ООП,Python,C#,SQL,PHP5,Linux,XML,Android",0,0.0
279,23,0,Минск,female,javadeveloper,1,1,1,1,1,1,0,0,higher,4,"Java SE,Java EE,JSP,JDBC,JUnit,Apache Tomcat,Apache Maven,Hibernate ORM,Spring Framework,Spring Core,Spring MVC,Spring Data,Spring Security,Spring Boot,REST,SQL,MySQL,Git,Java Servlets,Liquibase,Gradle,PostgreSQL",0,0.0
280,20,1,Санкт-Петербург,female,other,0,0,0,0,0,0,0,1,higher,0,"Энергичность, аккуратность,Быстрая обучаемость,Ответственность",3,0.0
281,24,0,Алматы,male,other,0,0,1,1,0,0,0,0,higher,51,"Работа в команде,Английский язык,Работа с большим объемом информации,MS Visual Studio,MS SQL Server,https://github.com/Zhangeldygit,Bloc pattern,Intellij IDEA,Flutter,Dart,GetX,Cubit,Git,Github",2,0.0
282,25,1,Нижний Новгород,male,other,1,0,1,0,0,0,1,1,bachelor,4,"ООП,Git,Java,firebase database,Angular 10,JavaScript,MVC,Bootstrap,API,HTML,CSS,Angular Material,Typescript,RxJs,NgRx",0,0.0
283,19,1,Алматы,female,developer,1,0,1,1,0,0,1,1,unfinished_higher,0,"Java,C#,ООП,HTML5,CSS3,MS SQL Server,SQL,GitHub,C++,PostgreSQL,Ответственность,Пунктуальность,Граммотная речь,Внимательность",4,0.0
284,24,1,Петрозаводск,male,developer,0,0,0,1,0,0,0,0,higher,0,"Lua,PostgreSQL,LAMP",0,0.0
285,24,1,Казань,male,javadeveloper,1,0,0,1,1,1,1,0,higher,5,"HTML5,CSS3,Java,ООП,Spring Framework,JavaScript,Hibernate ORM,jQuery,MySQL,PostgreSQL,Angular,JDBC,Docker,Работа в команде",1,0.0
286,19,0,Москва,female,other,0,0,0,0,0,0,0,1,unfinished_higher,13,"Обучаемость,Стрессоустойчивость,Ответственность,Ведение переписки,Деловая коммуникация,Грамотная речь,Английский язык,Организаторские навыки,Работа в команде,Пользователь ПК,Работа с большим объемом информации,Adobe Photoshop",10,0.0
287,32,1,Москва,male,javajun,1,0,1,1,0,0,0,0,higher,97,"SQL,HTML5,CSS3,Git,Java core",0,0.2
288,27,1,Тверь,male,javadeveloper,1,0,1,1,0,0,0,0,bachelor,84,"SQL,Java,Intellij IDEA,Git",0,0.0
289,27,1,Нур-Султан,male,other,1,0,1,1,0,0,0,0,bachelor,63,"Пользователь ПК,Грамотная речь,Работа в команде,Работа с большим объемом информации,Поиск информации в интернет,Инвентаризация,Intellij IDEA,C++,Java,XML,Android SDK,SQLite,Python,Git",6,0.2
290,31,1,Москва,female,other,0,0,0,0,0,0,0,0,higher,103,"MS Outlook,Internet,Работа с оргтехникой,Офисная техника,MS Excel,MS Word,MS Visual Studio,Access,Adobe Photoshop,Пользователь ПК,регистрация документации,Поиск информации в интернет,Unity,Работа с сайтом,установка и обновление ПО",7,0.0
291,22,1,Москва,female,javadeveloper,1,0,0,0,0,0,0,1,higher,40,"MS Office,Internet,Пользователь ПК,Консультант плюс,Организаторские навыки,Деловая переписка,Делопроизводство,Водительское удостоверение категории B,Грамотная речь,Деловое общение,Работа с оргтехникой,Работа в команде,Проведение презентаций,Документооборот,Поиск информации в интернет,Java,JavaRush",13,0.0
292,23,0,Новосибирск,male,javaintern,0,0,0,0,0,0,0,1,bachelor,0,Работоспособность,1,0.2
293,24,0,Краснодар,male,developer,0,0,0,0,0,0,0,0,higher,31,"Обучаемость,Исполнительность,Коммуникабельность,Стрессоустойчивость,Внимательность",5,0.0
294,20,1,Липецк,male,other,0,0,1,1,0,0,0,1,unfinished_higher,0,"Ответственность,Знание SDLC,Базовые знания веб- приложение. Frontend и Backend,Функциональное тестирование,Внимательность,Аналитическое мышление,Java базовые знания,HTML,CSS,Git,SQL,JavaScript,Python",7,0.0
295,20,1,Алматы,male,other,0,0,0,0,0,0,0,1,higher,0,,0,0.0
296,34,1,Шымкент,male,javadeveloper,0,0,0,0,0,0,0,0,higher,144,Работоспособность,1,0.0
297,30,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,42,Ответственный,1,0.0
298,26,0,Алматы,male,other,0,0,0,0,0,0,0,0,master,6,"MS Office,Google Docs,Участие в Тендерах",1,0.0
299,19,1,Алматы,female,javadeveloper,1,0,0,1,0,0,0,1,higher,4,"Java,HTML5,MySQL,PostgreSQL,Python,SQL,C++,1С программирование,PHP,Bootstrap 4,Dart/Flutter,Laravel",1,0.0
300,33,1,Барнаул,male,javaintern,1,0,0,1,0,0,0,0,higher,42,"Java,Linux,Техническая поддержка,SQL",1,0.7
301,21,0,Алматы,female,other,1,0,0,0,0,0,0,1,higher,7,"Cisco,HTML,Java,Python,PHP,3ds Max,Figma,Adobe Photoshop,UI,UX,Miro,Xmind",0,0.0
302,30,1,Нижний Новгород,male,developer,1,0,1,1,1,1,0,0,unfinished_higher,94,"Java,MySQL,Git,Linux,Spring mvc,Hibernate ORM",0,0.0
303,19,1,Москва,female,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,0,"Ответственность,Java,SQL,Git,ООП,Английский язык,C++",1,0.0
304,26,0,Москва,male,developer,1,0,0,0,0,0,0,0,higher,28,"AutoCAD,Инженерные системы,MATLAB,Mathcad,Компас-3D,Водительское удостоверение категории B,нормативно-техническая документация,Проектирование,Simatic WinCC flexible,Alpha,Infinity,scada infinity,Autodesk Inventor,Autodesk Fusion 360,COMSOL Multiphysics,MS Office,Compass 3D,Java,MS PowerPoint,Пользователь ПК,Работа в команде,Работа с большим объемом информации",8,0.0
305,37,1,Йошкар-Ола,male,other,0,0,0,0,0,0,0,0,higher,190,,0,0.2
306,18,1,Одесса,male,javaintern,0,0,0,0,0,0,0,0,secondary,0,Работоспособность,1,0.0
307,30,1,Кирово-Чепецк,male,developer,0,0,1,1,0,0,0,0,secondary,90,"Git,MySQL,jQuery,HTML,CSS,PHP,Linux,Python,Nginx,Redis,RabbitMQ,Docker",0,0.7
308,26,1,Ростов-на-Дону,male,developer,1,0,1,0,0,0,0,1,unfinished_higher,0,"Java,Android SDK,Kotlin,Retrofit,Picasso,Glide,Firebase,Git,MVVM",0,0.0
309,26,0,Воронеж,male,javadeveloper,1,0,1,1,1,1,1,0,unfinished_higher,7,"PostgreSQL,Java,Java SE,Spring Framework,ООП,SQL,Git,JDBC,Intellij IDEA,Умение работать в коллективе,Hibernate ORM,Atlassian Jira,Linux",1,0.0
310,26,1,Коломна,male,developer,1,0,1,1,0,0,1,0,higher,29,"SQL,ООП,Базы данных,Алгоритмы,1С программирование,XML,Математическое моделирование,Git,HTML,Java SE,MS Excel,C++",4,0.0
311,32,1,Тюмень,male,other,0,0,0,0,0,0,0,1,higher,91,,0,0.0
312,28,1,Томск,male,javadeveloper,1,1,1,0,0,1,0,0,higher,48,"Java,Spring,Maven,TypeScript,Angular,React,Docker,CI/CD,Gitflow",0,0.0
313,25,1,Сургут,male,javadeveloper,0,0,0,0,0,0,0,0,bachelor,0,"Исполнительность,Ответственность,Усидчивость,Высокая обучаемому",4,0.0
314,28,0,Нижний Новгород,male,other,1,0,1,1,0,0,0,0,special_secondary,91,"Настройка сетевых подключений,Системы мониторинга сетей,Billing,Ремонт ПК,Охрана труда и техника безопасности,Информационные технологии,Java,Android,Git,SQL,Техническая поддержка,Настройка ПО,Настройка ПК,CMS Wordpress,Windows Os,Android SDK,Adobe Photoshop,SolidWorks,Сборка ПК,Модульный ремонт телефонов,Пайка,Пайка паяльной станцией,Ремонт орг. техники",13,0.0
315,37,0,Курск,male,javadeveloper,1,0,0,1,0,0,0,0,higher,182,"JUnit,Java SE,Java EE,Oracle Pl/SQL,JavaFX,JSF",0,0.0
316,28,1,Оренбург,male,javadeveloper,0,0,0,0,0,0,0,1,special_secondary,51,"Ответственность,обучаемость",2,0.0
317,35,1,Мозырь,male,other,1,0,0,1,0,0,0,0,higher,154,"Java Core,HTML,CSS,MySQL,Java FX,JDBC",0,0.0
318,18,1,Самара,male,developer,0,0,0,0,0,0,0,0,secondary,0,"Работоспособность,лёгкая обучаемость,любовь критики,социальная ответственность,любознательность,порядочность,опрятность,C#,C++,Adobe Photoshop,.NET Framework",7,0.0
319,20,1,Москва,male,developer,1,0,1,1,0,0,1,1,unfinished_higher,0,"JavaScript,HTML5,CSS3,ООП,Gulp,Java,C++,Git,React,PHP,MySQL",0,0.0
320,19,1,Тула,female,other,0,0,0,0,0,0,0,1,unfinished_higher,0,"C++,С#,HTML5,CSS,PHP,Unity",1,0.0
321,16,1,Москва,male,developer,0,0,0,0,0,0,1,0,secondary,0,"C#,JavaScript,MS Visual Studio,Python,C++,App inventor,Слепая печать,ООП,Английский язык",1,0.0
322,23,1,Самара,male,other,0,0,0,0,0,0,0,1,master,19,"Административная поддержка руководителя,Высокая скорость печати,Технический перевод,исполнение поручений руководителя,Устный перевод,Английский язык,Пользователь ПК,MS PowerPoint,MS Outlook,Деловое общение,Организаторские навыки,Работа в команде,Письменный перевод,MS Word,MS Excel,Складская логистика,SAP,Autodesk 3ds Max,Администрирование сайтов",12,0.0
323,22,1,Испания,female,developer,0,0,0,0,0,0,0,0,secondary,50,"Исполнительность,JavaScript,HTML,CSS,Adobe Photoshop,MS PowerPoint,Adobe Illustrator,Английский язык,Управление проектами,1С: Предприятие 8,HTML5,CSS3,Испанский язык,Коммуникабельность,Стрессоустойчивость,PHP,PHP5",6,0.0
324,22,1,Москва,female,developer,0,0,1,0,0,0,0,0,secondary,0,"HTML,CSS,JavaScript,ReactJS,Vue.JS,Git,Redux,Webpack,Babel,Sass,TypeScript,jQuery,Bootstrap",0,0.0
325,27,1,Фергана,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,Работоспособность,1,0.0
326,25,1,Санкт-Петербург,male,javajun,1,1,1,1,0,0,0,0,higher,54,"TCP/IP,Настройка ПО,Пользователь ПК,Настройка сетевых подключений,Английский язык,Processing language,Java,JUnit,Apache Maven,Java SE,PostgreSQL,Intellij IDEA,Google Docs,HTML,Java Servlets,JSP,Apache Tomcat,Базы данных,Git,TestNG,Java EE,Java 8",4,0.0
327,32,1,Краснодар,male,javajun,0,1,1,1,1,1,1,0,higher,3,"ООП,Git,ORM,Stream API,JUnit,Web MVC,Spring Boot,MySQL,Базовые знания HTML/CSS/JS (JQuery),Maven,Hibernate,Redis,MongoDB",1,0.0
328,23,1,Орел,male,javajun,1,0,0,0,0,0,0,0,unfinished_higher,0,"Java,Intellij IDEA,Android Studio",0,0.0
329,30,1,Испания,male,javadeveloper,1,0,1,1,0,0,0,0,higher,91,"HTML,CSS,MySQL,Git,MS SQL,CRM,Shell,Typescript,PHP,Java EE,VueJS,Node.js,JNDI,JMS",0,0.2
330,20,1,Санкт-Петербург,male,javajun,1,0,0,1,0,1,1,1,unfinished_higher,10,"Java,ООП,HTML,CSS,MySQL,SQL,Spring Framework,Английский язык",0,0.7
331,31,1,Чайковский,male,other,0,0,0,0,0,0,0,0,special_secondary,34,Работоспособность,1,0.0
332,25,1,Гродно,male,javadeveloper,1,1,1,0,0,0,1,0,higher,28,"Java SE,ООП,Git,Apache Maven,Bash,Docker",0,0.0
333,31,0,Оренбург,male,other,0,0,0,0,0,0,0,0,secondary,0,,0,0.0
334,20,1,Ростов-на-Дону,male,developer,0,0,0,0,0,0,0,0,secondary,0,Исполнительность,1,0.0
335,26,0,Нижний Новгород,male,javadeveloper,0,0,0,0,0,0,0,0,higher,0,,0,0.0
336,23,1,Самара,male,other,0,0,0,0,0,0,0,0,special_secondary,35,"Консультирование клиентов,Знание устройства автомобиля,Пользователь ПК,Водительское удостоверение категории B,1С: Склад,Работа с базами данных,Работа в команде,Знание 1С,Точность и внимательность к деталям",9,0.0
337,36,1,Москва,male,javadeveloper,1,1,1,1,0,0,0,0,higher,181,"Java SE,SQL,Git,Apache Maven,Linux,MS SQL Server,1С программирование,1с",2,0.2
338,32,1,Могилев,male,javajun,1,1,1,1,0,1,1,0,bachelor,0,"Работоспособность,Целеустремленность,Способность к обучению,Техническая смекалка,Java Core,SQL,HTML,JavaScript,CSS,Java,MySQL,ООП,Git,Spring Framework,Apache Maven,Apache Tomcat",4,0.0
339,28,0,Комсомольск-на-Амуре,male,developer,0,0,0,1,0,0,0,1,special_secondary,57,"Администрирование,Ремонт ПК,Настройка сетевых подключений,HTML,Настройка ПК,CSS,Настройка ПО,Водительское удостоверение категории B,PHP,Сборка ПК,HTML5,SQL,Zabbix,MySQL",7,0.0
340,58,1,Адлер,male,other,0,0,0,0,0,0,0,0,special_secondary,70,Исполнительность,1,0.0
341,29,1,Самара,female,developer,0,0,0,0,0,0,0,1,special_secondary,39,"Знание языков программирования,HTML/CSS,JavaScript,PHP,Joomla CMS,CMS Wordpress,1С-Битрикс,C++,C#,Delphi,Pascal,Python,и др.",3,0.0
342,17,1,Киев,male,other,0,0,0,1,0,0,1,1,unfinished_higher,0,"Работоспособность,React,JavaScript,HTML,CSS3,SaaS,MySQL,PostgreSQL,ООП,ФП,Redux,Redux-Saga,Ajax,SOLID,WebSocket",2,0.0
343,20,1,Усть-Каменогорск,male,other,1,0,1,0,0,0,1,0,secondary,0,"JavaScript,HTML,jQuery,Linux,ООП,Bootstrap,Git,Ajax,React,Adobe Photoshop,SCSS,Gulp,React.js,Reactjs,CSS,HTML5,CSS3,Java,Redux,Sass,HTTP,JSON API",0,0.0
344,23,1,Ставрополь,male,javaintern,0,0,0,0,0,0,0,0,higher,0,Ответственность,1,0.0
345,36,0,Пермь,male,javaintern,1,0,1,1,0,0,0,1,special_secondary,84,"Язык программирования Java Core,HTML,CSS,JavaScript,Adobe Photoshop,SQL,MS SQL Server,Git,Немного PHP, C++, C#,jQuery,Java SE,Responsive,Pixel Perfect,Microsoft Access,Intellij IDEA,liquibase,jooq",2,0.2
346,21,0,Москва,male,other,0,0,0,0,0,0,0,0,special_secondary,9,Целеустремленность,1,0.0
347,30,1,Екатеринбург,male,javadeveloper,1,0,0,1,0,0,0,0,higher,10,"Ответственность,Java,C#,MySQL,HTML,HTML5,JavaScript",1,0.0
348,25,1,Москва,male,developer,0,0,1,0,0,0,1,0,master,46,"Python,ООП,Git,MS Excel,Анализ рынка,Системный анализ,Django Framework",2,0.0
349,22,1,Москва,male,developer,0,0,0,0,0,0,0,1,bachelor,7,"Ответственность,C++,Python",1,0.0
350,33,1,Донецк (Украина),male,javajun,1,0,0,0,0,0,1,0,special_secondary,101,"Английский язык,C#,Java,JavaScript,Android SDK,Знание базовых принципов тестирования,HTML,CSS,ООП",1,0.0
351,21,1,Гомель,male,other,1,1,1,1,0,0,0,0,unfinished_higher,11,"Java Core,MySQL,JDBC,Maven,Apache Tomcat,JSON API,XML,Gson API,Java Servlets,HTML,CSS,JavaScript,JaxB,MVC,JSTL,JSP,GDScript,Python,Git",0,0.2
352,19,1,Тараз,male,developer,0,0,1,1,0,0,0,1,higher,0,"Python,Django Framework,MySQL,HTML,JavaScript,CSS,Git,Bootstrap,PostgreSQL,RabbitMQ,Docker,djangorestframework",0,0.0
353,40,1,Пермь,female,javaintern,1,0,0,0,0,0,0,0,higher,230,Java,0,0.0
354,29,1,Стерлитамак,male,developer,0,0,0,0,0,0,0,0,higher,24,Аналитическое мышление,1,0.0
355,29,0,Уфа,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,,0,0.0
356,31,1,Москва,male,javadeveloper,1,0,0,1,0,1,0,0,higher,105,"Java SE,Java,Работа в команде,Обучение и развитие,Spring Framework,Алгоритмы,MySQL",3,0.0
357,32,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,115,"Работоспособность,ANSYS,AutoCAD,Solid Works,Python,C++,MS Office (Excel VBA),JavaScript,HTML5,CSS,Mathcad,MATLAB,CATIA,ICEM,SpaceClaim,MECHANICAL WORKBENCH,EnSight,CFD Post,DesignModeler",1,0.0
358,37,1,Нур-Султан,male,developer,0,0,1,0,0,0,0,0,higher,171,https://github.com/altair1984/Cross_Zero.git,0,0.2
359,25,0,Армения,male,javajun,1,1,1,1,1,1,0,0,higher,0,"Обучаемость,Java SE,Java EE,Java Servlets,JSP,Thymeleaf,JDBC,Hibernate ORM,Apache Maven,Apache Tomcat,Spring Framework,MySQL,MongoDB,Intellij IDEA,Git,HTML,CSS,SpringRest,SpringMVS",1,0.2
360,33,1,Москва,male,javajun,1,0,0,1,0,0,0,0,higher,119,"MS SQL,JUnit,Java Core",0,0.3
361,19,1,Москва,male,javaintern,0,0,0,0,0,0,0,1,unfinished_higher,0,"Работал с Git(github),Знание ооп,Использовал модели sklearn,Знание основных алгоритмов,Желание учиться новому!!!",5,0.0
362,24,1,Санкт-Петербург,female,other,0,0,0,1,0,0,0,0,higher,19,"HTML,Работа с базами данных,MS Office,SQL,CSS,Пользователь ПК,IDEF0,UML,C++,Linux,Time management,Google Docs,Python,MySQL,BPMN,PHP,jQuery,JavaScript,HTML5,CMS Wordpress,SEO,C#,Joomla CMS,PostgreSQL,1С-Битрикс",3,0.0
363,28,1,Москва,female,other,0,0,0,0,0,0,0,1,higher,115,,0,0.0
364,19,0,Москва,male,developer,0,0,0,0,0,0,0,1,special_secondary,6,"Работоспособность,Дисциплина,Саморазвитие,Целеустремлённость,Доводить начатое до конца",5,0.0
365,19,1,Казань,male,javadeveloper,1,0,0,1,0,1,0,1,bachelor,0,"Java,Python,PostgreSQL,AWS,EC2,Flyway,Spring Framework,Django Framework",0,0.0
366,24,1,Саранск,male,developer,0,0,0,1,0,0,0,0,master,31,"Схемотехника электронного оборудования,Автоматизация технологических процессов,Compass 3D,ЕСКД,AutoCAD,HTML,CSS,JavaScript,Adobe Photoshop,Python,PostgreSQL",3,0.0
367,27,1,Москва,male,javadeveloper,1,0,0,1,0,0,0,0,higher,0,"MySQL,Java,Java Database",0,0.0
368,20,1,Ташкент,male,other,0,0,1,0,0,0,1,0,special_secondary,3,"SOLID,STL,C/C++,ООП,Multithread Programming,Git",0,0.0
369,25,0,Омск,male,developer,0,0,0,0,0,0,0,0,special_secondary,0,,0,0.2
370,23,1,Бишкек,female,developer,1,0,0,0,0,0,0,0,bachelor,0,"Обучаемость,Пользователь ПК,Java,Kotlin,Android,Грамотная речь,Разработка",4,0.0
371,23,1,Уфа,male,other,1,0,1,0,0,0,1,0,bachelor,0,"Ответственность,ООП,Git,Java,Python",1,0.0
372,43,1,Новокузнецк,male,developer,1,0,0,0,0,0,0,0,higher,261,"Java,1С: Управление Торговлей,Linux,TOR,Microtik,VPN,I2P,1C: Бухгалтерия,SAP R/3,ORACLE,1С: Комплексная автоматизация,1С программирование",4,0.2
373,33,0,Харьков,male,javadeveloper,1,1,1,1,1,1,0,0,master,13,"Java SE8,Spring Framework,MySQL,PostgreSQL,Apache Maven,Git,JSP,Apache Tomcat,jQuery,Java EE,Hibernate ORM,Atlassian Jira,vaadin,JavaScript,Ajax",0,0.2
374,31,1,Москва,male,developer,0,0,0,0,0,0,0,0,secondary,76,HTML-верстальщик,1,0.0
375,39,0,Чита,male,javadeveloper,0,0,0,0,0,0,0,0,higher,195,"Java, Android, СУБД(MySQL, PostgreSQL)",1,0.2
376,22,0,Москва,female,other,0,0,1,1,0,0,0,0,bachelor,28,"Python,SQL,C++,ERP,SolidWorks,MS Outlook,MS Office,Git",0,0.0
377,21,1,Улан-Удэ,female,developer,1,1,0,0,0,0,0,1,unfinished_higher,0,"Работоспособность,Java,Apache Maven,JUnit,Android,HTML,CSS",1,0.0
378,24,1,Набережные Челны,male,javajun,1,0,1,1,1,1,0,0,higher,126,"Java Core,Spring Framework,Hibernate ORM,Git,SQL,PostgreSQL,Oracle Pl/SQL,Apache Tomcat",0,0.0
379,20,1,Нижний Новгород,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,"Обучаемость,Знание git",2,0.0
380,18,1,Moscow,male,other,0,0,0,0,0,0,0,1,special_secondary,0,Работоспособность,1,0.0
381,22,0,Волгоград,male,developer,0,0,1,1,0,0,1,0,bachelor,9,"Python,Git,C#,Jupiter,PyCharm,pandas,MySQL,ООП,Математическая статистика,Математический анализ,numpy,NoSQL",2,0.0
382,20,1,Шымкент,male,javadeveloper,0,0,0,0,0,0,0,1,unfinished_higher,0,Ответственность,1,0.0
383,20,0,Сургут,male,developer,0,0,0,0,0,0,0,0,special_secondary,0,,0,0.2
384,39,1,Пермь,male,javadeveloper,1,0,1,1,0,0,0,0,special_secondary,210,"Android,Java,Windows 7,MySQL,SQLite,Разработка ПО,Ремонт ПК,Настройка ПК,Linux,Android Studio,Git",3,0.0
385,22,1,Санкт-Петербург,female,javajun,1,1,1,1,0,1,0,1,unfinished_higher,0,"Git,Apache Maven,SQL,Linux,Spring Framework,Java SE,JUnit",0,0.0
386,33,1,Феодосия,male,other,0,0,1,1,0,0,0,0,higher,74,"Node.js,React,Redux,CSS,HTML5,SQL Server Express,Internet,JavaScript,CSS3,Bootstrap,Git,HTTP,Права категории В",1,0.0
387,40,1,Волковыск,male,javadeveloper,1,0,1,1,0,1,1,0,higher,86,"Java SE,Java EE,ООП,MySQL,PostgreSQL,Spring Boot,Spring Framework,Spring Security,JSP,FlywayDB,Lombok,Git,JDBC,Intellij IDEA,Eclipse,JavaScript,jQuery,Ajax,HTML5,CSS3,Bootstrap,CMS Wordpress,Joomla CMS,Modx Revo CMS,SEO,Thymeleaf,Паттерны проектирования",1,0.0
388,28,1,Харьков,male,other,0,0,0,0,0,0,0,0,special_secondary,74,Ответственность,1,0.0
389,20,1,Новороссийск,male,javadeveloper,1,1,1,1,1,1,1,0,special_secondary,0,"Spring Framework,Java,Hibernate ORM,Apache Tomcat,Git,SQL,Apache Maven,PostgreSQL,ООП,REST,Spring Boot,Spring Security,Spring MVC",0,0.2
390,20,1,Уральск,male,other,0,0,0,0,0,0,0,1,higher,5,Исполнительность,1,0.0
391,23,1,Луганск,male,javajun,0,0,0,0,0,0,0,0,unfinished_higher,0,Исполнительность,1,0.0
392,19,0,Ростов (Ярославская область),male,other,0,0,0,0,0,0,0,0,secondary,26,"Исполнительность,Креативность,Ориентация на результат,Целеустремленность,Ответственность",5,0.0
393,41,1,Саранск,male,developer,0,0,1,1,0,0,1,0,higher,142,"Python,JavaScript,C++,SQL,Git,XML,ООП,SVN,HTML,Управление проектами,Управление персоналом,Ведение переговоров,Управление продажами,Прямые продажи,Поиск и привлечение клиентов,Организаторские навыки",7,0.2
394,21,1,Москва,male,javaintern,1,0,1,0,0,1,0,1,unfinished_higher,4,"Ответственность,Spring Framework,Java,JavaScript,HTML,Git,JUnit,C++,C#,Linux,Ajax,CSS3,HTML5,Python,Java SE,Atlassian Jira",1,0.0
395,34,1,Воткинск,male,javadeveloper,1,1,1,1,0,1,1,0,higher,167,"Обучаемость,Ответственность,Коммуникабельность,Java,Spring Framework,Linux,JSP,PostgreSQL,HTML,JavaScript,MySQL,Python,ООП,Apache HTTP Server,Nginx,Администрирование серверов Linux,Администрирование серверов Windows,XML,SQL,Git,KVM,Windows 7,Active Directory,DHCP,Настройка DNS,CSS,Apache Maven,JUnit,.NET Framework,AngularJS",6,0.2
396,21,1,Алматы,female,other,1,0,0,1,0,0,1,1,unfinished_higher,0,"Java,JavaScript,Python,Android,C#,Oracle Pl/SQL,ООП,PHP,HTML,3D Studio Max,Cisco,Visual Studio C#,CSS",0,0.0
397,19,1,Самара,male,other,0,0,1,1,0,0,0,1,special_secondary,5,"Обучаемость,Неконфликтность,Знание английского языка,Знание языков программирования,Linux,Git,MS Visual Studio,Тестирование,Тестирование черного ящика,Тестирование стеклянного ящика,Си,Python,Trello,SQL,FTP",8,0.0
398,24,1,Казань,female,other,0,0,0,0,0,0,0,0,bachelor,27,"Компас-3D,Solid Works,Пользователь ПК,Siemens NX",2,0.0
399,23,1,Рощино (Челябинская область),male,developer,0,0,0,0,0,0,0,0,secondary,46,"C#,C++,Pascal,Python,PHP",0,0.0
400,27,1,Орел,male,developer,0,0,1,1,0,0,0,0,higher,46,"React Native,Git,Npm,Redux,Animation,JavaScript,MySQL,jQuery,HTML,CSS,Ajax,Node.js,Nginx,Next. Js,Linux,Figma,Swg,И многое другое,Bootstrap,ArangoBD,Управление проектами,SQL,React",2,0.0
